task_name,priority,category,deadline_gap,estimated_time,actual_time,status,completion_rate,created_at
Process invoices,Medium,Work,6,2.22,3.16,Completed,1.42,2026-03-01 09:13:31
Write API documentation,Medium,Work,7,1.16,1.49,Completed,1.28,2025-10-24 18:22:36
Clean inbox,Medium,Personal,8,1.9,1.87,Completed,0.98,2026-03-13 12:03:21
Prepare client proposal,Medium,Work,8,1.99,3.0,Completed,1.51,2026-01-20 23:25:30
Set up CI pipeline,Low,Work,19,0.89,1.2,Completed,1.35,2026-03-31 19:30:55
Prepare sales forecast,Low,Work,24,1.7,2.04,Completed,1.2,2026-02-19 03:05:48
File expense reports,Low,Personal,11,2.4,2.55,Completed,1.06,2026-01-17 02:20:59
Attend stakeholder meeting,High,Work,7,3.25,3.88,Completed,1.19,2026-01-06 10:02:46
Complete online course module,High,Study,6,0.5,0.68,Completed,1.36,2025-10-25 08:15:22
Review lecture notes,High,Study,2,1.5,1.49,Completed,0.99,2026-04-08 15:24:33
Write test cases,Low,Work,17,5.19,7.65,Completed,1.47,2025-11-07 11:49:25
Conduct code review,Medium,Work,9,0.5,0.53,Completed,1.06,2026-01-25 05:11:40
Write test cases,Medium,Work,11,1.81,1.19,Completed,0.66,2026-04-12 17:35:27
Debug production issue,Low,Work,11,6.48,8.78,Completed,1.35,2026-01-05 06:23:23
Update personal budget,High,Personal,4,1.0,1.14,Completed,1.14,2025-11-08 21:17:36
Conduct team standup,High,Work,4,2.78,2.56,Completed,0.92,2025-12-22 01:12:48
Update contact list,High,Personal,1,4.58,5.61,Completed,1.22,2026-01-02 01:24:23
Process invoices,Low,Work,22,1.26,1.55,Completed,1.23,2026-01-22 21:20:57
Complete online course module,Low,Study,9,2.78,3.42,Completed,1.23,2026-02-18 20:19:27
Debug production issue,Low,Work,13,0.5,0.74,Completed,1.48,2026-01-07 20:59:30
Prepare presentation slides,Low,Study,12,0.5,0.58,Completed,1.16,2025-11-23 17:15:44
Conduct code review,Low,Work,20,3.29,4.12,Completed,1.25,2026-02-26 22:14:19
Prepare sales forecast,Low,Work,19,1.1,1.63,Completed,1.48,2026-03-03 19:47:04
Prepare client proposal,Medium,Work,10,9.39,9.11,Completed,0.97,2026-02-05 00:03:55
Learn new framework,Low,Study,29,0.69,0.91,Completed,1.32,2025-11-06 05:56:17
Analyze user metrics,Low,Work,11,1.19,1.67,Completed,1.4,2026-02-03 08:59:12
Prepare presentation slides,Low,Study,12,4.66,4.14,Completed,0.89,2025-10-19 01:43:52
Review insurance documents,Low,Personal,17,6.24,10.7,Completed,1.71,2025-12-11 23:22:25
Review quarterly report,Low,Work,14,2.87,3.08,Completed,1.07,2026-02-15 16:12:21
Plan commute route,Low,Personal,20,4.63,2.47,Completed,0.53,2026-02-12 15:58:15
Morning workout,High,Health,3,1.04,1.33,Completed,1.28,2026-01-19 07:53:07
Review insurance documents,Low,Personal,25,1.13,2.1,Completed,1.86,2026-02-05 09:03:55
Learn new framework,Low,Study,28,50.12,45.65,Completed,0.91,2025-11-07 19:24:01
Prepare healthy lunch,High,Health,1,12.08,14.04,Completed,1.16,2025-12-13 04:18:45
Analyze dataset,High,Study,6,0.62,0.64,Completed,1.03,2025-12-09 18:39:58
Prepare client proposal,High,Work,6,3.08,4.09,Completed,1.33,2026-02-11 00:46:54
Complete online course module,High,Study,3,0.5,0.42,Completed,0.84,2025-12-27 03:21:57
Update CRM records,Low,Work,17,0.5,0.69,Completed,1.38,2026-03-14 11:17:54
Write API documentation,Low,Work,21,2.82,3.73,Completed,1.32,2025-12-21 11:58:53
Update project timeline,Medium,Work,10,5.31,5.3,Completed,1.0,2025-11-12 03:27:57
Prepare presentation slides,Low,Study,26,11.2,21.14,Completed,1.89,2026-01-05 02:16:23
Stretching routine,High,Health,7,0.5,0.54,Completed,1.08,2025-12-28 10:32:36
Practice coding problems,High,Study,3,0.5,0.44,Completed,0.88,2025-10-31 07:20:07
Update project timeline,Low,Work,9,2.18,3.12,Completed,1.43,2026-03-05 02:58:09
Read documentation,Low,Study,9,1.57,2.84,Completed,1.81,2026-03-02 20:49:43
Review technical whitepaper,Low,Study,13,0.98,0.67,Completed,0.68,2026-01-03 23:06:51
Practice coding problems,Low,Study,16,0.61,0.5,Completed,0.82,2025-11-01 23:17:40
Prepare client proposal,High,Work,4,0.5,0.59,Completed,1.18,2026-02-23 12:51:21
Review pull request,High,Work,1,0.91,1.08,Completed,1.19,2026-01-15 07:09:53
Process invoices,High,Work,5,0.5,0.61,Completed,1.22,2026-02-07 01:40:04
Analyze dataset,Low,Study,26,0.58,0.98,Completed,1.69,2026-02-12 20:01:16
Create sprint backlog,Low,Work,23,1.71,2.1,Completed,1.23,2025-11-26 08:48:41
Deploy to staging,Low,Work,10,1.52,1.97,Completed,1.3,2026-02-04 23:07:55
Conduct team standup,Low,Work,30,4.36,6.04,Completed,1.39,2025-11-19 13:45:33
Set up CI pipeline,Low,Work,24,1.96,2.38,Completed,1.21,2025-10-26 14:26:41
Conduct code review,Medium,Work,3,4.33,5.96,Completed,1.38,2026-04-09 15:45:44
Deploy to staging,High,Work,6,2.48,2.3,Completed,0.93,2025-10-27 01:31:26
Update contact list,Medium,Personal,14,0.5,0.58,Completed,1.16,2026-02-08 08:06:48
Conduct team standup,Medium,Work,14,3.13,3.56,Completed,1.14,2025-12-13 10:55:19
Write test cases,Medium,Work,11,0.5,0.38,Completed,0.76,2025-10-20 13:27:29
File expense reports,Low,Personal,28,3.09,4.63,Completed,1.5,2026-01-18 20:12:59
Review insurance documents,Low,Personal,26,2.01,3.29,Completed,1.64,2026-04-12 06:38:48
Debug production issue,Low,Work,9,0.57,0.76,Completed,1.33,2025-11-20 03:26:38
Write research summary,Low,Study,11,25.36,34.56,Completed,1.36,2026-03-01 04:21:32
Debug production issue,High,Work,5,2.95,3.63,Completed,1.23,2025-12-12 04:57:25
Refactor authentication module,High,Work,6,2.57,2.78,Completed,1.08,2025-10-20 08:05:29
Complete online course module,High,Study,5,1.56,1.9,Completed,1.22,2026-01-13 20:40:56
Write test cases,High,Work,2,2.77,3.53,Completed,1.27,2026-02-25 09:58:29
Refactor authentication module,Medium,Work,14,2.31,3.12,Completed,1.35,2026-01-28 07:17:04
Organize digital files,Medium,Personal,5,0.82,0.86,Completed,1.05,2026-03-20 20:55:00
Review lecture notes,Medium,Study,11,2.66,2.81,Completed,1.06,2025-10-21 12:17:00
Conduct team standup,Low,Work,24,4.07,7.26,Completed,1.78,2025-11-18 22:06:02
Refactor authentication module,Low,Work,19,4.31,6.06,Completed,1.41,2025-11-10 15:52:52
Stretching routine,High,Health,7,14.72,15.92,Completed,1.08,2025-10-25 09:19:24
Study research paper,Low,Study,12,2.7,3.48,Completed,1.29,2026-02-12 20:22:54
Study research paper,Low,Study,29,0.56,0.97,Completed,1.73,2026-02-12 17:39:13
Attend stakeholder meeting,Low,Work,10,1.67,1.83,Completed,1.1,2026-02-15 17:12:19
Write API documentation,High,Work,6,3.86,4.81,Completed,1.25,2025-12-02 13:35:15
Write API documentation,Low,Work,18,1.38,1.7,Completed,1.23,2025-12-03 05:56:43
Refactor authentication module,Medium,Work,11,0.77,1.01,Completed,1.31,2025-10-27 18:40:36
Draft email campaign,Medium,Work,10,2.09,2.22,Completed,1.06,2026-04-14 15:17:55
Write API documentation,Medium,Work,8,0.5,0.73,Completed,1.46,2026-01-16 12:13:58
Attend stakeholder meeting,Low,Work,10,1.28,1.79,Completed,1.4,2025-12-01 12:48:31
Debug production issue,High,Work,7,59.15,66.51,Completed,1.12,2025-12-22 03:57:30
Evening run,High,Health,7,4.07,6.33,Completed,1.56,2025-12-09 12:46:15
Write API documentation,High,Work,1,0.5,0.62,Completed,1.24,2026-04-15 04:57:05
Gym session,High,Health,3,0.5,0.63,Completed,1.26,2026-02-10 07:10:30
Process invoices,Low,Work,16,2.14,3.84,Completed,1.79,2026-03-12 12:51:28
Review insurance documents,Low,Personal,11,1.13,1.12,Completed,0.99,2026-02-22 04:12:10
Review quarterly report,Medium,Work,6,3.64,4.48,Completed,1.23,2026-02-09 22:35:57
Read documentation,High,Study,2,1.9,1.95,Completed,1.03,2026-03-01 01:14:27
Refactor authentication module,Low,Work,18,10.86,20.21,Completed,1.86,2026-02-19 04:22:04
Refactor authentication module,High,Work,6,4.35,5.19,Completed,1.19,2026-01-09 16:44:00
Set up CI pipeline,High,Work,3,17.82,15.68,Completed,0.88,2026-04-06 23:51:25
Schedule doctor appointment,High,Health,1,1.06,1.03,Completed,0.97,2025-12-19 20:45:51
Review pull request,High,Work,6,0.5,0.49,Completed,0.98,2025-11-28 01:30:40
Create sprint backlog,High,Work,2,0.5,0.5,Completed,1.0,2026-01-25 02:49:05
Update contact list,High,Personal,7,2.33,2.42,Completed,1.04,2026-01-12 13:28:44
Schedule doctor appointment,High,Health,6,0.5,0.58,Completed,1.16,2026-02-10 12:57:50
Meditation session,High,Health,4,2.2,2.51,Completed,1.14,2025-12-18 00:19:05
Schedule team outing,High,Personal,2,0.96,1.02,Completed,1.06,2025-11-21 00:31:52
Refactor authentication module,High,Work,1,1.84,1.8,Completed,0.98,2025-12-13 22:03:32
Review pull request,Low,Work,9,8.16,5.58,Completed,0.68,2025-11-24 21:42:47
Gym session,High,Health,6,1.43,1.5,Completed,1.05,2025-12-19 14:26:31
Analyze user metrics,High,Work,3,2.45,2.17,Completed,0.89,2026-01-23 11:18:27
Attend stakeholder meeting,Low,Work,21,1.03,1.46,Completed,1.42,2025-10-20 14:43:24
Review quarterly report,Low,Work,22,0.5,0.46,Completed,0.92,2025-11-23 14:27:28
Plan weekly schedule,Low,Personal,15,0.87,1.29,Completed,1.48,2026-04-03 21:14:42
Conduct code review,Low,Work,19,1.3,1.95,Completed,1.5,2026-02-16 20:10:28
Create sprint backlog,Low,Work,20,0.5,0.37,Completed,0.74,2025-11-19 05:52:40
Update personal budget,Low,Personal,9,1.16,1.01,Completed,0.87,2026-04-12 17:33:00
Schedule team outing,Low,Personal,15,0.5,0.81,Completed,1.62,2025-12-12 02:43:22
Draft email campaign,Low,Work,23,2.0,2.2,Completed,1.1,2026-02-13 11:23:45
Evening run,Low,Health,16,0.67,1.02,Completed,1.52,2026-01-18 20:53:06
Review technical whitepaper,Low,Study,19,3.69,3.23,Completed,0.88,2026-01-25 13:34:19
Prepare client proposal,High,Work,7,0.5,0.69,Completed,1.38,2026-02-28 22:54:18
Conduct code review,High,Work,4,0.5,0.59,Completed,1.18,2026-03-17 06:11:33
Learn new framework,High,Study,6,3.36,3.77,Completed,1.12,2025-11-12 23:22:39
Review lecture notes,Medium,Study,3,2.23,1.88,Completed,0.84,2026-02-19 06:10:39
Gym session,High,Health,4,0.75,0.87,Completed,1.16,2026-02-11 21:17:50
Update contact list,Low,Personal,16,5.21,6.05,Completed,1.16,2025-11-05 01:09:54
Meditation session,Low,Health,16,6.8,10.5,Completed,1.54,2025-12-25 15:56:49
Update project timeline,Medium,Work,14,1.98,2.51,Completed,1.27,2026-03-21 09:37:52
Review pull request,Low,Work,17,3.07,3.55,Completed,1.16,2026-01-03 03:19:44
Debug production issue,High,Work,2,1.47,2.01,Completed,1.37,2026-01-23 05:12:40
Prepare client proposal,High,Work,4,2.4,3.03,Completed,1.26,2025-12-16 09:00:28
Prepare presentation slides,High,Study,5,0.5,0.63,Completed,1.26,2025-12-31 01:44:07
Debug production issue,High,Work,5,2.93,2.56,Completed,0.87,2026-02-15 07:25:06
Organize digital files,High,Personal,3,2.78,2.84,Completed,1.02,2026-01-28 06:50:37
Attend stakeholder meeting,Medium,Work,11,0.7,0.86,Completed,1.23,2026-03-21 12:36:13
Practice coding problems,High,Study,1,3.43,3.85,Completed,1.12,2025-10-28 10:35:26
Read documentation,High,Study,2,1.14,1.2,Completed,1.05,2026-03-09 16:38:25
Plan weekly schedule,High,Personal,7,5.0,4.61,Completed,0.92,2025-11-02 00:07:56
Review pull request,High,Work,1,2.61,2.88,Completed,1.1,2026-04-11 07:43:05
Write test cases,High,Work,7,22.93,25.06,Completed,1.09,2026-02-18 18:17:49
Review pull request,Low,Work,10,0.5,0.55,Completed,1.1,2026-02-09 20:25:25
Organize digital files,Low,Personal,8,2.31,1.75,Completed,0.76,2025-11-16 09:27:24
Write test cases,High,Work,2,3.14,3.0,Completed,0.96,2026-03-09 16:52:50
Learn new framework,Medium,Study,12,0.5,0.46,Completed,0.92,2026-02-14 15:45:17
Practice coding problems,Low,Study,10,4.82,2.93,Completed,0.61,2026-02-16 10:34:22
Analyze dataset,Medium,Study,10,2.21,2.24,Completed,1.01,2026-04-14 07:27:45
Meditation session,Low,Health,28,1.96,2.96,Completed,1.51,2026-02-11 14:42:25
Refactor authentication module,Low,Work,21,11.21,11.9,Completed,1.06,2026-01-10 18:24:14
Evening run,Low,Health,14,0.5,0.76,Completed,1.52,2025-10-19 06:49:16
Review lecture notes,Low,Study,12,2.4,2.88,Completed,1.2,2026-02-09 23:17:50
Schedule team outing,Low,Personal,20,8.22,9.4,Completed,1.14,2025-11-06 23:54:14
Refactor authentication module,Low,Work,23,1.11,1.44,Completed,1.3,2025-12-22 13:56:46
Review pull request,Low,Work,19,3.13,4.41,Completed,1.41,2026-03-26 00:45:52
Process invoices,Low,Work,16,1.51,1.56,Completed,1.03,2026-02-18 06:47:38
Conduct team standup,Low,Work,27,3.12,3.68,Completed,1.18,2026-02-08 21:26:09
Debug production issue,Low,Work,8,0.57,0.48,Completed,0.84,2026-03-30 11:29:06
Organize workspace,High,Personal,1,46.9,55.33,Completed,1.18,2026-01-26 07:44:11
Prepare sales forecast,High,Work,2,2.53,3.38,Completed,1.34,2025-11-10 00:33:06
Stretching routine,High,Health,5,2.16,2.47,Completed,1.14,2025-11-09 08:28:26
Review technical whitepaper,Low,Study,21,0.72,0.77,Completed,1.07,2026-01-05 10:42:32
Attend stakeholder meeting,High,Work,6,2.86,3.55,Completed,1.24,2025-10-18 01:02:46
Prepare healthy lunch,High,Health,3,0.5,0.6,Completed,1.2,2025-12-22 18:24:54
Debug production issue,High,Work,2,2.71,2.53,Completed,0.93,2026-01-11 10:16:43
Prepare sales forecast,High,Work,2,2.54,2.39,Completed,0.94,2026-02-03 05:32:58
Stretching routine,High,Health,2,0.5,0.54,Completed,1.08,2025-12-11 08:24:04
Gym session,High,Health,7,2.07,2.24,Completed,1.08,2026-03-21 09:29:04
Practice coding problems,Medium,Study,12,5.99,7.76,Completed,1.3,2026-02-27 14:00:08
Morning workout,High,Health,3,0.92,1.07,Completed,1.16,2026-01-26 16:37:02
Plan weekly schedule,High,Personal,7,0.5,0.62,Completed,1.24,2026-04-08 19:45:03
Clean inbox,High,Personal,2,1.24,1.42,Completed,1.15,2026-01-24 00:49:16
Attend stakeholder meeting,High,Work,6,1.7,1.47,Completed,0.86,2026-01-19 12:53:51
Practice coding problems,High,Study,1,0.64,0.73,Completed,1.14,2026-01-18 04:31:20
Attend stakeholder meeting,High,Work,4,0.73,0.83,Completed,1.14,2026-02-11 11:45:21
Write test cases,High,Work,2,1.05,1.22,Completed,1.16,2026-04-06 02:07:53
Plan weekly schedule,High,Personal,3,2.03,2.29,Completed,1.13,2026-03-22 14:47:24
Prepare client proposal,Low,Work,23,0.5,0.38,Completed,0.76,2026-03-21 22:22:19
Set up CI pipeline,Low,Work,15,0.53,0.97,Completed,1.83,2026-01-05 12:15:08
Complete online course module,Low,Study,22,0.5,0.67,Completed,1.34,2026-03-26 14:54:46
Update project timeline,High,Work,5,2.26,3.27,Completed,1.45,2026-03-20 15:23:21
Prepare healthy lunch,High,Health,2,0.5,0.5,Completed,1.0,2026-02-20 19:00:07
Attend stakeholder meeting,High,Work,7,0.5,0.64,Completed,1.28,2026-02-27 19:59:17
Prepare client proposal,Medium,Work,11,2.7,2.99,Completed,1.11,2026-04-13 14:27:32
Create sprint backlog,Low,Work,10,0.5,0.8,Completed,1.6,2025-12-31 08:28:17
Write test cases,Medium,Work,14,6.95,9.81,Completed,1.41,2025-12-05 07:59:28
Evening run,Medium,Health,12,0.5,0.68,Completed,1.36,2026-01-24 16:49:58
Deploy to staging,Medium,Work,4,0.5,0.61,Completed,1.22,2025-10-27 03:08:22
Optimize database query,Medium,Work,14,1.65,2.11,Completed,1.28,2025-12-22 03:38:30
Draft email campaign,Low,Work,19,2.4,3.11,Completed,1.3,2026-03-25 10:14:58
Refactor authentication module,Medium,Work,4,0.5,0.67,Completed,1.34,2026-02-03 17:20:44
Learn new framework,Low,Study,27,1.75,1.72,Completed,0.98,2026-02-02 18:06:36
Analyze user metrics,Low,Work,28,0.5,0.92,Completed,1.84,2025-11-04 04:43:42
Plan commute route,Low,Personal,13,4.54,7.02,Completed,1.55,2025-12-01 08:45:26
Update project timeline,Medium,Work,10,0.5,0.29,Completed,0.58,2025-12-24 09:10:57
Schedule doctor appointment,Low,Health,29,2.07,2.96,Completed,1.43,2026-01-17 21:29:00
Review quarterly report,Low,Work,24,0.5,0.85,Completed,1.7,2025-11-22 16:01:18
Meal prep,High,Health,1,2.63,2.96,Completed,1.13,2025-11-08 21:02:17
Plan commute route,High,Personal,7,1.41,1.56,Completed,1.11,2025-11-20 07:49:26
Create sprint backlog,High,Work,1,1.72,1.67,Completed,0.97,2026-03-10 02:09:18
Create sprint backlog,High,Work,3,1.34,1.29,Completed,0.96,2025-12-30 22:15:31
Read documentation,High,Study,5,2.7,3.19,Completed,1.18,2025-11-15 06:35:03
Read documentation,Medium,Study,6,43.1,52.59,Completed,1.22,2026-02-07 08:18:45
Gym session,Low,Health,7,39.95,72.97,Completed,1.83,2026-02-09 12:03:25
Conduct code review,Low,Work,30,3.39,5.23,Completed,1.54,2025-11-30 16:35:18
Deploy to staging,Low,Work,8,3.29,4.45,Completed,1.35,2025-11-06 23:37:40
Organize workspace,High,Personal,2,2.1,2.7,Completed,1.29,2025-11-28 10:31:20
Prepare client proposal,Medium,Work,9,0.83,1.01,Completed,1.22,2026-01-18 08:36:33
Refactor authentication module,Medium,Work,4,2.24,3.05,Completed,1.36,2026-02-27 20:36:51
Review insurance documents,Medium,Personal,7,0.5,0.33,Completed,0.66,2025-12-17 03:27:19
Study research paper,High,Study,2,1.02,0.8,Completed,0.78,2026-02-11 03:59:41
Complete online course module,Medium,Study,11,0.5,0.49,Completed,0.98,2026-01-25 04:33:42
Conduct code review,High,Work,4,0.5,0.61,Completed,1.22,2025-11-13 21:58:32
Update project timeline,Medium,Work,7,2.4,3.19,Completed,1.33,2025-12-20 04:54:20
Analyze user metrics,Medium,Work,10,1.8,2.46,Completed,1.37,2025-11-20 00:30:33
Set up CI pipeline,Medium,Work,12,0.5,0.6,Completed,1.2,2026-04-01 12:23:01
Review quarterly report,Low,Work,11,0.5,0.74,Completed,1.48,2026-03-04 02:37:01
Schedule doctor appointment,High,Health,6,0.5,0.54,Completed,1.08,2026-02-08 05:37:09
Analyze dataset,High,Study,1,36.23,33.78,Completed,0.93,2026-03-09 15:09:54
Update contact list,Low,Personal,9,58.54,86.48,Completed,1.48,2025-10-23 08:10:06
Update CRM records,Medium,Work,9,2.85,3.92,Completed,1.38,2026-04-14 18:17:28
Conduct team standup,Low,Work,11,5.47,7.4,Completed,1.35,2026-03-02 05:49:56
Update contact list,High,Personal,5,22.56,24.77,Completed,1.1,2025-11-28 15:06:42
Study research paper,High,Study,3,0.5,0.46,Completed,0.92,2026-03-23 10:24:59
Write research summary,High,Study,7,0.5,0.52,Completed,1.04,2026-03-01 12:30:04
Debug production issue,High,Work,7,0.5,0.61,Completed,1.22,2026-03-28 07:00:00
Refactor authentication module,Low,Work,18,0.5,0.62,Completed,1.24,2026-04-02 04:35:47
Evening run,Low,Health,28,3.35,5.42,Completed,1.62,2025-12-18 01:27:04
Attend stakeholder meeting,Low,Work,10,3.42,3.74,Completed,1.09,2026-01-14 19:13:11
Complete online course module,High,Study,1,3.14,2.95,Completed,0.94,2025-11-14 01:03:27
Update CRM records,High,Work,1,1.28,1.37,Completed,1.07,2026-02-28 12:51:51
Plan commute route,High,Personal,6,0.83,0.87,Completed,1.05,2026-03-15 22:15:33
Prepare presentation slides,Low,Study,25,5.83,5.57,Completed,0.96,2026-01-21 01:02:13
Prepare presentation slides,High,Study,7,2.24,2.4,Completed,1.07,2025-11-22 05:07:48
Write test cases,High,Work,2,1.25,1.41,Completed,1.13,2026-01-15 04:44:01
Optimize database query,High,Work,6,1.03,1.15,Completed,1.12,2025-11-23 04:57:11
Update CRM records,Low,Work,27,1.81,3.25,Completed,1.8,2026-02-20 03:45:35
Prepare client proposal,Low,Work,20,1.99,2.6,Completed,1.31,2026-01-23 15:42:24
Plan commute route,Low,Personal,29,0.5,0.63,Completed,1.26,2026-03-10 13:38:05
Practice coding problems,Low,Study,15,1.47,2.68,Completed,1.82,2025-12-11 05:05:26
Meditation session,High,Health,5,0.5,0.6,Completed,1.2,2026-01-30 16:26:14
Review quarterly report,High,Work,6,3.37,2.96,Completed,0.88,2025-10-30 07:48:06
Stretching routine,Low,Health,25,1.19,1.1,Completed,0.92,2026-02-04 13:11:14
Morning workout,High,Health,3,2.11,2.21,Completed,1.05,2025-10-27 00:04:16
Write test cases,Low,Work,20,1.26,1.46,Completed,1.16,2026-02-02 09:29:22
Prepare sales forecast,High,Work,6,2.08,2.36,Completed,1.13,2026-02-23 05:17:19
Schedule team outing,Medium,Personal,3,1.35,1.67,Completed,1.24,2026-01-09 19:17:23
Process invoices,Medium,Work,10,1.86,2.11,Completed,1.13,2026-01-20 15:17:50
Update project timeline,Medium,Work,12,4.01,3.57,Completed,0.89,2026-02-13 09:01:16
Conduct code review,Low,Work,21,0.5,0.33,Completed,0.66,2026-02-04 05:41:04
Conduct code review,Medium,Work,9,0.5,0.68,Completed,1.36,2026-04-02 13:01:15
Conduct team standup,High,Work,5,2.14,2.74,Completed,1.28,2026-01-26 01:17:23
Read documentation,High,Study,4,0.5,0.61,Completed,1.22,2026-01-28 19:54:23
Prepare presentation slides,High,Study,2,1.4,1.57,Completed,1.12,2026-02-08 17:26:29
Meal prep,Low,Health,20,1.94,2.01,Completed,1.04,2026-01-01 07:10:16
Gym session,Low,Health,22,4.89,8.64,Completed,1.77,2026-01-14 05:22:53
Prepare healthy lunch,Low,Health,12,0.5,0.46,Completed,0.92,2026-01-05 14:36:41
File expense reports,Medium,Personal,14,3.89,4.85,Completed,1.25,2026-02-25 12:47:46
Plan weekly schedule,Low,Personal,26,3.18,2.83,Completed,0.89,2025-12-26 05:07:50
Review technical whitepaper,Low,Study,27,2.01,1.54,Completed,0.77,2026-01-15 12:42:38
Schedule doctor appointment,Low,Health,9,2.24,2.83,Completed,1.26,2025-11-05 11:43:39
